,Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Country,Race,Continent,Experience_Range,Race_Category,Latitude,Longitude
5812,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
5813,36,Female,PhD,Research Scientist,12,170000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
5814,25,Male,Bachelor's Degree,Product Manager,1,60000,UK,Asian,Europe,0-4,Asian,55.378051,-3.435973
5815,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,White,Oceania,45174,White,25.274398,133.775136
5816,34,Male,PhD,Research Director,11,160000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
5817,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Canada,Asian,America,45174,Asian,56.130366,106.346771
5818,32,Male,Bachelor's Degree,Product Manager,7,120000,UK,White,Europe,45174,White,55.378051,-3.435973
5819,24,Female,High School,Receptionist,0,25000,China,Korean,Asia,0-4,Asian,35.86166,"104.195397	"
5820,37,Male,Master's Degree,Marketing Director,14,190000,Australia,Asian,Oceania,15-19,Asian,25.274398,133.775136
5821,39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
5822,26,Male,Bachelor's Degree,Product Designer,2,55000,China,Korean,Asia,0-4,Asian,35.86166,"104.195397	"
5823,31,Female,PhD,Data Scientist,8,140000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
5824,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
5825,33,Female,Master's Degree,Marketing Manager,9,130000,USA,African American,America,41913,Black,37.09024,-95.712891
5826,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,White,Oceania,45174,White,25.274398,133.775136
5827,36,Female,PhD,Research Scientist,12,170000,UK,White,Europe,41913,White,55.378051,-3.435973
5828,25,Male,Bachelor's Degree,Product Manager,1,60000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
5829,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,USA,African American,America,45174,Black,37.09024,-95.712891
5830,34,Male,PhD,Research Director,11,160000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
5831,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,USA,Asian,America,45174,Asian,37.09024,-95.712891
5832,32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
5833,24,Female,High School,Receptionist,0,25000,UK,Welsh,Europe,0-4,White,55.378051,-3.435973
5834,37,Male,Master's Degree,Marketing Director,14,190000,China,White,Asia,15-19,White,35.86166,"104.195397	"
5835,39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
5836,26,Male,Bachelor's Degree,Product Designer,2,55000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
5837,31,Female,PhD,Data Scientist,8,140000,UK,White,Europe,41913,White,55.378051,-3.435973
5838,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian,America,45174,Asian,56.130366,106.346771
5839,33,Female,Master's Degree,Marketing Manager,9,130000,China,White,Asia,41913,White,35.86166,"104.195397	"
5840,27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
5841,36,Female,PhD,Research Scientist,12,170000,UK,White,Europe,41913,White,55.378051,-3.435973
5842,25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American,America,0-4,Black,37.09024,-95.712891
5843,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
5844,34,Male,PhD,Research Director,11,160000,Canada,Asian,America,41913,Asian,56.130366,106.346771
5845,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
5846,32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Asian,America,45174,Asian,37.09024,-95.712891
5847,24,Female,High School,Receptionist,0,25000,UK,Asian,Europe,0-4,Asian,55.378051,-3.435973
5848,37,Male,Master's Degree,Marketing Director,14,190000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
5849,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Welsh,Europe,15-19,White,55.378051,-3.435973
5850,26,Male,Bachelor's Degree,Product Designer,2,55000,UK,Asian,Europe,0-4,Asian,55.378051,-3.435973
5851,31,Female,PhD,Data Scientist,8,140000,Canada,Black,America,41913,Black,56.130366,106.346771
5852,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,USA,African American,America,45174,Black,37.09024,-95.712891
5853,33,Female,Master's Degree,Marketing Manager,9,130000,USA,African American,America,41913,Black,37.09024,-95.712891
5854,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
5855,36,Female,PhD,Research Scientist,12,170000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
5856,25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black,America,0-4,Black,56.130366,106.346771
5857,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,USA,Hispanic,America,45174,Other,37.09024,-95.712891
5858,34,Male,PhD,Research Director,11,160000,Canada,White,America,41913,White,56.130366,106.346771
5859,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,USA,White,America,45174,White,37.09024,-95.712891
5860,32,Male,Bachelor's Degree,Product Manager,7,120000,USA,White,America,45174,White,37.09024,-95.712891
5861,24,Female,High School,Receptionist,0,25000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
5862,37,Male,Master's Degree,Marketing Director,14,190000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
5863,39,Female,Bachelor's Degree,Financial Manager,16,200000,Canada,Asian,America,15-19,Asian,56.130366,106.346771
5864,26,Male,Bachelor's Degree,Product Designer,2,55000,UK,White,Europe,0-4,White,55.378051,-3.435973
5865,31,Female,PhD,Data Scientist,8,140000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
5866,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian,America,45174,Asian,56.130366,106.346771
5867,33,Female,Master's Degree,Marketing Manager,9,130000,USA,Asian,America,41913,Asian,37.09024,-95.712891
5868,27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Asian,America,45174,Asian,37.09024,-95.712891
5869,36,Female,PhD,Research Scientist,12,170000,Australia,White,Oceania,41913,White,25.274398,133.775136
5870,25,Male,Bachelor's Degree,Product Manager,1,60000,Australia,White,Oceania,0-4,White,25.274398,133.775136
5871,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,White,Oceania,45174,White,25.274398,133.775136
5872,34,Male,PhD,Research Director,11,160000,USA,Asian,America,41913,Asian,37.09024,-95.712891
5873,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
5874,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Asian,America,45174,Asian,56.130366,106.346771
5875,24,Female,High School,Receptionist,0,25000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
5876,37,Male,Master's Degree,Marketing Director,14,190000,USA,Hispanic,America,15-19,Other,37.09024,-95.712891
5877,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Welsh,Europe,15-19,White,55.378051,-3.435973
5878,27,Male,phD,Marketing Coordinator,7,120000,Canada,Black,America,45174,Black,56.130366,106.346771
5879,28,Female,Bachelor's Degree,Marketing Coordinator,3,60000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
5880,33,Male,Master's Degree,Software Engineer,8,120000,Canada,White,America,41913,White,56.130366,106.346771
5881,27,Female,Bachelor's Degree,Product Manager,2,65000,Australia,White,Oceania,0-4,White,25.274398,133.775136
5882,30,Male,PhD,Data Scientist,6,100000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
5883,36,Female,Bachelor's Degree,Financial Analyst,11,150000,USA,African American,America,41913,Black,37.09024,-95.712891
5884,29,Male,Bachelor's Degree,Marketing Analyst,3,65000,China,White,Asia,45174,White,35.86166,"104.195397	"
5885,32,Female,Master's Degree,Software Engineer,9,120000,Australia,White,Oceania,41913,White,25.274398,133.775136
5886,26,Male,Bachelor's Degree,Graphic Designer,1,45000,Canada,White,America,0-4,White,56.130366,106.346771
5887,29,Female,Bachelor's Degree,Product Manager,5,80000,USA,Asian,America,45174,Asian,37.09024,-95.712891
5888,35,Male,PhD,Research Scientist,11,150000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
5889,27,Male,Bachelor's Degree,Software Engineer,2,65000,USA,Asian,America,0-4,Asian,37.09024,-95.712891
5890,31,Female,Bachelor's Degree,Marketing Manager,7,100000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
5891,28,Male,Master's Degree,Financial Analyst,4,90000,Canada,Black,America,45174,Black,56.130366,106.346771
5892,24,Female,Bachelor's Degree,Marketing Analyst,0,40000,China,Korean,Asia,0-4,Asian,35.86166,"104.195397	"
5893,30,Male,Bachelor's Degree,Project Manager,6,110000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
5894,34,Female,PhD,Research Director,12,170000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
5895,27,Male,Bachelor's Degree,Software Engineer,3,75000,Canada,Asian,America,45174,Asian,56.130366,106.346771
5896,33,Female,Master's Degree,Marketing Manager,8,120000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
5897,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
5898,25,Female,High School,Customer Service Representative,1,30000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
5899,36,Male,PhD,Research Scientist,13,180000,Canada,Asian,America,15-19,Asian,56.130366,106.346771
5900,39,Female,Bachelor's Degree,Financial Manager,15,200000,Australia,White,Oceania,15-19,White,25.274398,133.775136
5901,26,Male,Bachelor's Degree,Product Designer,1,50000,Canada,White,America,0-4,White,56.130366,106.346771
5902,31,Female,PhD,Data Scientist,8,140000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
5903,28,Male,Bachelor's Degree,Marketing Analyst,3,65000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
5904,32,Female,Bachelor's Degree,Product Manager,7,110000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
5905,24,Male,High School,Delivery Driver,0,28000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
5906,37,Male,Master's Degree,Marketing Director,14,190000,China,White,Asia,15-19,White,35.86166,"104.195397	"
5907,39,Female,Bachelor's Degree,Financial Manager,16,210000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
5908,26,Male,Bachelor's Degree,Product Designer,2,55000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
5909,31,Female,PhD,Data Scientist,8,140000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
5910,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
5911,33,Female,Master's Degree,Marketing Manager,9,130000,USA,White,America,41913,White,37.09024,-95.712891
5912,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,White,Oceania,45174,White,25.274398,133.775136
5913,36,Female,PhD,Research Scientist,12,170000,China,White,Asia,41913,White,35.86166,"104.195397	"
5914,25,Male,Bachelor's Degree,Product Manager,1,60000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
5915,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
5916,34,Male,PhD,Research Director,11,160000,China,White,Asia,41913,White,35.86166,"104.195397	"
5917,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
5918,32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,White,Oceania,45174,White,25.274398,133.775136
5919,24,Female,High School,Receptionist,0,25000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
5920,37,Male,Master's Degree,Marketing Director,14,190000,USA,Hispanic,America,15-19,Other,37.09024,-95.712891
5921,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Welsh,Europe,15-19,White,55.378051,-3.435973
5922,26,Male,Bachelor's Degree,Product Designer,2,55000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
5923,31,Female,PhD,Data Scientist,8,140000,USA,African American,America,41913,Black,37.09024,-95.712891
5924,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
5925,33,Female,Master's Degree,Marketing Manager,9,130000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
5926,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
5927,36,Female,PhD,Research Scientist,12,170000,Canada,Black,America,41913,Black,56.130366,106.346771
5928,25,Male,Bachelor's Degree,Product Manager,1,60000,China,Korean,Asia,0-4,Asian,35.86166,"104.195397	"
5929,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
5930,34,Male,PhD,Research Director,11,160000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
5931,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
5932,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White,America,45174,White,56.130366,106.346771
5933,24,Female,High School,Receptionist,0,25000,USA,African American,America,0-4,Black,37.09024,-95.712891
5934,37,Male,Master's Degree,Marketing Director,14,190000,UK,White,Europe,15-19,White,55.378051,-3.435973
5935,39,Female,Bachelor's Degree,Financial Manager,16,200000,China,Korean,Asia,15-19,Asian,35.86166,"104.195397	"
5936,26,Male,Bachelor's Degree,Product Designer,2,55000,USA,African American,America,0-4,Black,37.09024,-95.712891
5937,31,Female,PhD,Data Scientist,8,140000,USA,White,America,41913,White,37.09024,-95.712891
5938,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
5939,33,Female,Master's Degree,Marketing Manager,9,130000,China,Korean,Asia,41913,Asian,35.86166,"104.195397	"
5940,27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
5941,36,Female,PhD,Research Scientist,12,170000,Canada,Black,America,41913,Black,56.130366,106.346771
5942,25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black,America,0-4,Black,56.130366,106.346771
5943,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,Black,America,45174,Black,56.130366,106.346771
5944,34,Male,PhD,Research Director,11,160000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
5945,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
5946,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White,America,45174,White,56.130366,106.346771
5947,24,Female,High School,Receptionist,0,25000,Canada,White,America,0-4,White,56.130366,106.346771
5948,37,Male,Master's Degree,Marketing Director,14,190000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
5949,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Mixed,Europe,15-19,Other,55.378051,-3.435973
5950,26,Male,Bachelor's Degree,Product Designer,2,55000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
5951,31,Female,PhD,Data Scientist,8,140000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
5952,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,White,Oceania,45174,White,25.274398,133.775136
5953,33,Female,Master's Degree,Marketing Manager,9,130000,Australia,White,Oceania,41913,White,25.274398,133.775136
5954,27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Asian,America,45174,Asian,37.09024,-95.712891
5955,36,Female,PhD,Research Scientist,12,170000,USA,African American,America,41913,Black,37.09024,-95.712891
5956,25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
5957,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,Black,America,45174,Black,56.130366,106.346771
5958,34,Male,PhD,Research Director,11,160000,Canada,Asian,America,41913,Asian,56.130366,106.346771
5959,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
5960,32,Male,Bachelor's Degree,Product Manager,7,120000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
5961,24,Female,High School,Receptionist,0,25000,USA,White,America,0-4,White,37.09024,-95.712891
5962,37,Male,Master's Degree,Marketing Director,14,190000,Australia,White,Oceania,15-19,White,25.274398,133.775136
5963,39,Female,Bachelor's Degree,Financial Manager,16,200000,USA,White,America,15-19,White,37.09024,-95.712891
5964,26,Male,Bachelor's Degree,Product Designer,2,55000,USA,White,America,0-4,White,37.09024,-95.712891
5965,31,Female,PhD,Data Scientist,8,140000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
5966,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,Mixed,Europe,45174,Other,55.378051,-3.435973
5967,33,Female,Master's Degree,Marketing Manager,9,130000,Australia,Asian,Oceania,41913,Asian,25.274398,133.775136
5968,27,Male,Bachelor's Degree,Software Engineer,3,80000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
5969,36,Female,PhD,Research Scientist,12,170000,Canada,White,America,41913,White,56.130366,106.346771
5970,25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black,America,0-4,Black,56.130366,106.346771
5971,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,China,White,Asia,45174,White,35.86166,"104.195397	"
5972,34,Male,PhD,Research Director,11,160000,USA,White,America,41913,White,37.09024,-95.712891
5973,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
5974,32,Male,Bachelor's Degree,Product Manager,7,120000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
5975,24,Female,High School,Receptionist,0,25000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
5976,37,Male,Master's Degree,Marketing Director,14,190000,China,White,Asia,15-19,White,35.86166,"104.195397	"
5977,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,White,Europe,15-19,White,55.378051,-3.435973
5978,26,Male,Bachelor's Degree,Product Designer,2,55000,China,White,Asia,0-4,White,35.86166,"104.195397	"
5979,31,Female,PhD,Data Scientist,8,140000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
5980,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,White,America,45174,White,56.130366,106.346771
5981,33,Female,Master's Degree,Marketing Manager,9,130000,China,White,Asia,41913,White,35.86166,"104.195397	"
5982,27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Black,America,45174,Black,56.130366,106.346771
5983,36,Female,PhD,Research Scientist,12,170000,Canada,Asian,America,41913,Asian,56.130366,106.346771
5984,25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American,America,0-4,Black,37.09024,-95.712891
5985,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
5986,34,Male,PhD,Research Director,11,160000,Canada,White,America,41913,White,56.130366,106.346771
5987,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Canada,Asian,America,45174,Asian,56.130366,106.346771
5988,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Asian,America,45174,Asian,56.130366,106.346771
5989,24,Female,High School,Receptionist,0,25000,Canada,White,America,0-4,White,56.130366,106.346771
5990,37,Male,Master's Degree,Marketing Director,14,190000,Canada,Asian,America,15-19,Asian,56.130366,106.346771
5991,39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
5992,26,Male,Bachelor's Degree,Product Designer,2,55000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
5993,31,Female,PhD,Data Scientist,8,140000,Australia,White,Oceania,41913,White,25.274398,133.775136
5994,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian,America,45174,Asian,56.130366,106.346771
5995,33,Female,Master's Degree,Marketing Manager,9,130000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
5996,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
5997,36,Female,PhD,Research Scientist,12,170000,Canada,Black,America,41913,Black,56.130366,106.346771
5998,25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American,America,0-4,Black,37.09024,-95.712891
5999,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,Asian,Oceania,45174,Asian,25.274398,133.775136
6000,34,Male,PhD,Research Director,11,160000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
6001,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
6002,32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
6003,24,Female,High School,Receptionist,0,25000,USA,Hispanic,America,0-4,Other,37.09024,-95.712891
6004,37,Male,Master's Degree,Marketing Director,14,190000,China,Korean,Asia,15-19,Asian,35.86166,"104.195397	"
6005,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Asian,Europe,15-19,Asian,55.378051,-3.435973
6006,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,UK,Asian,Europe,45174,Asian,55.378051,-3.435973
6007,34,Male,Master's Degree,Software Engineer,9,125000,USA,African American,America,41913,Black,37.09024,-95.712891
6008,28,Female,Bachelor's Degree,Product Manager,3,70000,Canada,Asian,America,45174,Asian,56.130366,106.346771
6009,31,Male,PhD,Data Scientist,7,110000,Canada,White,America,45174,White,56.130366,106.346771
6010,37,Female,Bachelor's Degree,Financial Analyst,12,160000,UK,Asian,Europe,41913,Asian,55.378051,-3.435973
6011,30,Male,Bachelor's Degree,Marketing Analyst,4,75000,China,White,Asia,45174,White,35.86166,"104.195397	"
6012,33,Female,Master's Degree,Software Engineer,8,120000,UK,Mixed,Europe,41913,Other,55.378051,-3.435973
6013,27,Male,Bachelor's Degree,Graphic Designer,2,50000,Australia,Australian,Oceania,0-4,White,25.274398,133.775136
6014,30,Female,Bachelor's Degree,Product Manager,5,85000,USA,White,America,45174,White,37.09024,-95.712891
6015,36,Male,PhD,Research Scientist,11,155000,Canada,White,America,41913,White,56.130366,106.346771
6016,28,Male,Bachelor's Degree,Software Engineer,3,70000,UK,White,Europe,45174,White,55.378051,-3.435973
6017,32,Female,Bachelor's Degree,Marketing Manager,8,115000,UK,White,Europe,41913,White,55.378051,-3.435973
6018,29,Male,Master's Degree,Financial Analyst,5,95000,USA,African American,America,45174,Black,37.09024,-95.712891
6019,25,Female,Bachelor's Degree,Marketing Analyst,0,40000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
6020,31,Male,Bachelor's Degree,Project Manager,6,115000,Australia,Australian,Oceania,45174,White,25.274398,133.775136
6021,35,Female,PhD,Research Director,12,175000,Canada,Black,America,41913,Black,56.130366,106.346771
6022,28,Male,Bachelor's Degree,Software Engineer,3,70000,Canada,White,America,45174,White,56.130366,106.346771
6023,33,Female,Master's Degree,Marketing Manager,9,135000,Australia,Australian,Oceania,41913,White,25.274398,133.775136
6024,29,Male,Bachelor's Degree,Marketing Analyst,4,75000,Canada,Black,America,45174,Black,56.130366,106.346771
6025,25,Female,High School,Customer Service Representative,1,30000,UK,Mixed,Europe,0-4,Other,55.378051,-3.435973
6026,36,Male,PhD,Research Scientist,13,185000,UK,Mixed,Europe,15-19,Other,55.378051,-3.435973
6027,40,Female,Bachelor's Degree,Financial Manager,15,210000,Australia,Australian,Oceania,15-19,White,25.274398,133.775136
6028,27,Male,Bachelor's Degree,Product Designer,1,45000,China,White,Asia,0-4,White,35.86166,"104.195397	"
6029,32,Female,PhD,Data Scientist,9,145000,USA,Hispanic,America,41913,Other,37.09024,-95.712891
6030,28,Male,Bachelor's Degree,Marketing Analyst,3,70000,UK,Welsh,Europe,45174,White,55.378051,-3.435973
6031,32,Female,Bachelor's Degree,Product Manager,7,120000,China,Chinese,Asia,45174,Asian,35.86166,"104.195397	"
6032,24,Male,High School,Delivery Driver,0,28000,Canada,Asian,America,0-4,Asian,56.130366,106.346771
6033,38,Male,Master's Degree,Marketing Director,14,195000,USA,White,America,15-19,White,37.09024,-95.712891
6034,40,Female,Bachelor's Degree,Financial Manager,16,215000,China,White,Asia,15-19,White,35.86166,"104.195397	"
6035,27,Male,Bachelor's Degree,Product Designer,2,55000,Australia,Asian,Oceania,0-4,Asian,25.274398,133.775136
6036,32,Female,PhD,Data Scientist,9,145000,China,White,Asia,41913,White,35.86166,"104.195397	"
6037,29,Male,Bachelor's Degree,Marketing Analyst,4,75000,UK,White,Europe,45174,White,55.378051,-3.435973
6038,33,Female,Master's Degree,Marketing Manager,9,135000,China,Chinese,Asia,41913,Asian,35.86166,"104.195397	"
6039,27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Black,America,45174,Black,56.130366,106.346771
6040,36,Female,PhD,Research Scientist,13,185000,Australia,Asian,Oceania,15-19,Asian,25.274398,133.775136
6041,25,Male,Bachelor's Degree,Product Manager,1,60000,China,Chinese,Asia,0-4,Asian,35.86166,"104.195397	"
6042,30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,China,Korean,Asia,45174,Asian,35.86166,"104.195397	"
6043,34,Male,PhD,Research Director,12,170000,Canada,Black,America,41913,Black,56.130366,106.346771
6044,28,Female,Bachelor's Degree,Marketing Analyst,3,65000,China,White,Asia,45174,White,35.86166,"104.195397	"
6045,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White,America,45174,White,56.130366,106.346771
6046,24,Female,High School,Receptionist,0,25000,Canada,White,America,0-4,White,56.130366,106.346771
6047,38,Male,Master's Degree,Marketing Director,14,195000,Canada,Black,America,15-19,Black,56.130366,106.346771
6048,40,Female,Bachelor's Degree,Financial Manager,16,215000,China,Korean,Asia,15-19,Asian,35.86166,"104.195397	"
6049,27,Male,Bachelor's Degree,Product Designer,2,55000,China,White,Asia,0-4,White,35.86166,"104.195397	"
6050,32,Female,PhD,Data Scientist,9,145000,UK,White,Europe,41913,White,55.378051,-3.435973
6051,29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,African American,America,45174,Black,37.09024,-95.712891
6052,33,Female,Master's Degree,Marketing Manager,9,135000,USA,Asian,America,41913,Asian,37.09024,-95.712891
6053,27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,White,America,45174,White,56.130366,106.346771
6054,36,Female,PhD,Research Scientist,13,185000,Australia,White,Oceania,15-19,White,25.274398,133.775136
6055,25,Male,Bachelor's Degree,Product Manager,1,60000,Australia,Asian,Oceania,0-4,Asian,25.274398,133.775136
6056,30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,Asian,America,45174,Asian,37.09024,-95.712891
6057,34,Male,PhD,Research Director,12,170000,UK,Welsh,Europe,41913,White,55.378051,-3.435973
6058,28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,Asian,America,45174,Asian,37.09024,-95.712891
6059,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Black,America,45174,Black,56.130366,106.346771
6060,24,Female,High School,Receptionist,0,25000,UK,Welsh,Europe,0-4,White,55.378051,-3.435973
6061,38,Male,Master's Degree,Marketing Director,14,195000,China,Chinese,Asia,15-19,Asian,35.86166,"104.195397	"
6062,40,Female,Bachelor's Degree,Financial Manager,16,215000,Australia,White,Oceania,15-19,White,25.274398,133.775136
